Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,roads,dump_sites,agricultural_fields,Air Quality,Latitude,Longitude
24.2,62.9,15.3,21.3,20.4,4.5,1.08,13.3,317,43,1,6,,15.93921329542342,80.44477717284649
35.2,67.4,32.5,44.7,28.7,7.7,2.64,3.7,654,34,3,11,,23.443473981096165,83.67802975852256
31.2,90.0,14.9,29.6,29.7,21.6,1.88,4.4,424,30,3,4,,19.391668713706277,83.14881709039489
28.5,96.2,53.2,65.8,33.6,20.5,2.34,4.4,764,15,1,13,,23.150702596047807,83.56299217618691
25.4,47.5,2.8,9.0,19.7,3.4,0.84,10.8,240,16,3,1,,24.27952004418968,74.16065854263817
42.3,96.6,4.3,16.1,37.7,3.2,2.44,3.4,421,32,3,6,,22.182789243120943,73.97955004646421
25.2,54.0,0.7,4.1,17.3,7.8,1.04,13.0,307,8,2,0,,15.630144577282223,75.7644631054504
25.0,59.7,1.6,4.0,13.7,5.3,1.04,11.2,364,40,1,2,,21.079744476537932,80.33488659647408
28.8,69.1,2.3,16.8,25.2,7.7,1.6,8.7,643,28,3,5,,25.3119576501146,82.8346739317849
33.9,94.5,8.9,15.1,33.2,11.7,1.89,4.3,680,62,2,7,,19.287363616805433,81.67087388694581
22.4,46.5,0.6,7.2,21.5,5.2,1.07,11.6,363,53,2,10,,16.615311233154586,77.66592675252909
36.8,71.9,134.7,152.2,21.4,17.0,1.74,4.8,473,28,2,3,,19.692171744516724,75.02843847426122
34.1,75.9,14.8,31.7,23.5,13.1,1.57,6.6,567,28,3,7,,22.29513730677134,76.95624967114479
30.7,57.3,2.0,4.9,22.3,7.9,0.93,10.2,462,39,1,0,,21.97789180787636,74.96034844825985
35.3,88.7,20.1,30.4,34.9,4.9,1.49,6.2,686,47,3,10,,25.11486516987922,79.71882344856395
28.0,69.2,4.8,12.6,25.5,6.1,0.73,12.7,408,13,1,11,,25.07740349955917,80.6469039658903
20.3,52.3,2.2,6.1,19.0,5.7,0.9,10.4,359,12,5,10,,25.143836533865233,77.44580747161793
30.6,84.0,0.7,9.9,30.2,8.0,1.52,5.1,667,23,2,10,,20.2174073659176,81.53341166105184
28.9,62.4,4.8,10.7,17.7,4.3,0.86,12.1,296,35,1,5,,22.09390726679723,82.79775061340769
24.0,40.9,11.8,18.6,21.4,4.3,0.86,13.5,582,34,2,7,,16.09770492134742,81.22848718922032
28.6,88.5,0.4,11.6,20.1,16.8,1.93,8.8,657,40,2,5,,25.071461067294248,78.12834459287822
22.7,47.2,7.8,10.1,16.5,4.3,0.99,11.8,537,18,1,5,,20.819420603975953,82.57940676143365
27.3,75.8,51.0,59.3,23.5,7.9,1.77,5.2,542,6,0,3,,19.520484946097067,78.58963795089338
23.3,65.5,5.8,10.7,23.8,5.5,1.08,13.3,550,38,2,7,,15.610409454875274,78.2278751386656
29.4,74.5,12.2,18.2,21.9,4.8,0.99,10.1,267,21,3,7,,19.39980904682375,83.40227177301458
37.1,84.7,31.7,57.6,28.8,19.6,2.25,7.5,672,9,1,9,,23.800726243227555,82.8827847431029
32.2,83.4,5.8,15.3,38.3,12.6,1.72,7.4,449,31,2,7,,16.297316875290438,82.28158154213217
31.0,71.3,34.4,45.2,26.7,8.6,1.63,7.7,460,37,4,9,,21.917877784592974,78.58381687081244
34.1,67.7,8.4,18.5,25.0,10.7,1.52,10.2,460,28,2,3,,22.54725890531157,79.0747354235152
22.1,59.3,46.8,60.0,22.3,13.2,1.46,5.5,490,25,2,11,,18.70737755301901,83.1337552161925
41.3,77.0,7.0,28.8,51.9,25.2,2.11,8.3,643,28,2,5,,18.790850221705867,75.41899548709327
37.8,103.0,58.1,75.1,31.9,16.6,2.0,4.5,626,26,2,0,,19.997016924579725,83.81444226516707
25.8,51.5,20.0,30.5,16.5,7.4,0.9,10.6,520,16,3,4,,21.124334780374724,78.45909735100787
21.1,49.5,4.3,9.4,15.2,0.6,1.1,14.4,314,22,2,8,,21.965100433978616,80.8852006821872
19.2,50.8,9.6,11.7,23.3,4.7,1.04,10.1,392,35,1,6,,15.798797930143124,81.88536988860325
49.4,87.2,136.2,154.5,23.8,6.2,2.12,4.9,762,33,2,0,,19.715677531278246,77.11700815731761
38.1,109.9,1.7,12.9,29.8,17.7,1.89,4.4,734,31,2,6,,22.781634930745135,81.36645688170701
39.8,66.5,18.2,26.8,42.9,17.1,1.31,5.0,556,20,1,6,,24.75644173377871,76.46332400017252
27.0,87.3,10.8,18.7,24.2,10.7,1.47,6.3,327,28,2,2,,21.316152823551946,78.39851140529221
25.7,63.4,41.1,51.5,36.0,10.7,1.77,7.0,628,8,0,8,,17.629880909519066,82.99617574162887
30.3,92.2,9.2,14.4,37.5,16.1,2.22,5.2,652,31,4,5,,17.153443356653472,83.08445357304406
32.2,55.7,17.2,30.4,36.3,1.6,1.31,5.4,617,44,3,0,,22.264510156842917,80.1877397807563
22.6,59.5,2.1,9.3,12.4,7.5,0.95,12.5,451,15,2,8,,15.59634227959923,78.74193686180963
32.4,75.3,17.7,27.4,34.1,10.1,1.54,9.7,611,24,5,6,,22.41015980442063,74.73117615667465
26.9,55.9,33.3,36.4,25.6,9.5,1.13,12.5,584,33,4,12,,20.26829548877163,83.76320172968846
22.9,79.0,21.3,29.3,20.7,6.0,0.98,10.2,588,42,2,2,,16.862158195391704,77.0541665075681
36.7,99.0,4.2,19.4,32.1,18.7,2.38,3.9,675,25,1,5,,23.941753245039447,79.87383759766882
35.0,85.2,7.5,18.9,51.5,23.9,3.03,6.5,628,23,0,10,,18.724144587205195,81.43043565787848
23.2,71.8,56.0,70.0,26.3,14.6,1.69,5.7,392,10,0,2,,22.34545450354687,83.27644089848337
23.3,58.1,5.4,7.4,24.1,7.6,1.28,5.2,538,31,2,10,,23.417482186075333,81.43864717810926
35.2,70.4,12.1,31.5,29.9,24.1,2.05,5.6,414,50,0,10,,17.190392892519125,83.39661279843034
23.9,80.5,0.6,3.6,13.9,7.3,0.94,12.7,348,32,4,7,,18.0581362814754,79.64237136938033
26.7,62.1,12.7,16.7,15.8,3.8,1.04,13.6,276,29,1,5,,22.7092090873106,79.08322559337753
28.6,65.2,40.2,44.4,20.5,5.2,1.13,12.3,492,33,2,3,,24.005482719715836,81.19762310444027
33.2,88.1,7.0,16.1,29.8,11.1,1.45,5.1,332,29,3,3,,25.292910565318998,80.87951922139288
44.9,100.6,12.9,28.7,43.6,15.9,2.18,6.0,630,21,2,7,,19.646252121347914,75.83371298900943
25.9,62.8,2.0,8.4,12.1,6.5,1.17,10.4,487,38,5,0,,20.449570055248635,76.40828929177678
21.8,73.5,11.6,14.8,24.2,5.9,0.96,10.8,463,32,1,3,,21.826144732541493,76.49125151466794
38.2,63.5,63.5,77.9,32.4,6.8,2.3,5.0,458,30,0,3,,17.455637636285672,79.82479317612913
29.2,60.4,20.9,32.5,34.9,4.5,2.0,8.1,406,20,3,2,,19.12316178341156,82.89981653181502
26.5,65.9,0.9,13.3,30.1,11.5,1.82,5.5,641,43,2,6,,21.50905481456931,80.06378192006237
38.8,97.9,0.1,12.2,43.2,7.9,1.27,4.0,567,36,3,0,,21.16325231877947,78.0045784093518
47.4,64.8,68.5,80.6,38.5,13.5,2.54,4.0,633,24,2,10,,16.928811939110233,74.89020491532526
35.8,72.9,6.2,33.2,23.9,16.7,2.0,3.6,552,40,0,9,,20.319771998244022,80.4189389929856
32.4,60.2,0.7,10.0,34.7,11.2,1.59,8.6,717,25,2,11,,16.291312017137482,78.79263446924779
21.4,76.4,15.3,22.1,12.4,3.4,0.96,16.3,420,22,1,3,,16.378251964189133,74.88999002413165
27.3,67.9,38.9,49.8,22.4,12.2,1.52,5.1,564,22,3,6,,17.34968473254186,77.80089473413838
27.6,53.6,7.1,10.4,28.4,4.5,0.87,10.3,591,12,3,9,,21.10120682583267,75.07051470091916
41.2,100.3,19.6,35.4,39.8,9.1,1.97,4.6,453,34,1,5,,20.541955142082337,76.41030338428077
30.4,98.0,24.9,30.7,23.5,21.2,1.55,6.7,594,11,0,3,,25.03243903668902,77.48580342099497
19.4,60.1,9.9,18.2,26.4,2.3,1.04,10.6,466,17,3,6,,20.274624749539008,76.72965511088393
31.5,66.9,4.6,14.6,24.7,19.7,2.47,7.5,761,9,1,5,,22.79357523627665,83.22405684262645
27.8,83.3,13.5,30.5,21.6,0.7,1.64,5.4,653,29,6,1,,18.230791636616818,81.22137105403394
23.3,61.7,3.3,10.1,12.9,5.3,0.94,10.1,245,28,2,0,,20.144351493600098,79.43036865857442
22.0,65.6,3.1,11.6,25.3,7.7,1.64,5.8,430,26,1,2,,22.16871220156498,83.84740562468762
29.2,51.8,0.3,4.6,16.6,6.5,0.89,14.2,291,19,2,0,,20.958275069183795,76.4262116079167
35.8,71.5,19.0,34.1,28.6,13.5,1.54,7.8,592,18,2,2,,18.02517799521439,77.61860320704865
25.7,72.9,2.1,1.0,23.5,3.3,1.04,11.0,415,34,0,11,,22.983695527261347,83.86480909195322
21.5,57.5,0.2,4.3,15.0,6.7,1.02,18.8,373,24,3,0,,23.794101353088443,74.93146693360126
28.9,80.8,3.6,13.5,33.8,10.5,1.28,8.3,438,33,1,7,,23.66137763955008,74.29185783717439
34.4,75.4,13.2,18.3,34.4,8.4,1.42,6.0,613,21,2,10,,25.338209034616412,76.91818845592053
23.6,53.8,7.6,10.4,16.9,4.1,1.07,10.2,434,31,2,0,,19.756752864095457,77.34273050534983
17.6,46.1,11.3,15.6,14.2,7.4,0.9,11.7,591,43,3,13,,15.787277076976848,78.96585273165717
29.5,85.1,9.3,19.6,22.8,14.1,1.38,9.6,692,35,1,5,,20.898929152900244,81.98782863548544
25.8,65.6,22.8,24.5,28.9,8.3,1.02,11.6,401,25,1,11,,21.547136040390082,79.42676897616741
28.7,96.3,8.5,13.6,27.1,13.1,1.35,5.2,409,32,2,7,,19.53614109131287,83.33068253544694
25.8,68.0,17.6,25.9,19.8,4.2,0.85,13.1,303,27,1,4,,19.656929051336427,79.82071805745521
45.7,74.1,80.8,96.8,46.9,14.6,2.4,3.6,618,30,3,0,,15.848277218506446,80.90748726684308
46.0,80.1,8.2,40.2,30.8,15.3,2.55,7.9,584,26,1,1,,23.533407290632,81.8356615158588
26.1,58.6,22.0,32.5,25.2,3.4,1.6,7.2,494,28,4,8,,24.72995417648218,82.85387786228902
33.6,50.5,19.6,31.4,31.5,14.2,1.7,8.2,456,32,0,12,,17.24008246080274,79.95932732962333
18.0,53.4,13.8,18.3,24.9,4.9,1.09,13.4,231,20,2,0,,22.7025743270595,82.38380598925514
30.1,81.5,84.8,96.1,22.1,6.0,1.44,5.7,579,19,5,5,,22.036868114708675,82.71355132897605
39.7,82.2,2.2,11.8,25.6,9.4,2.2,4.1,562,16,3,4,,16.762283334837406,83.27052039131237
24.4,39.0,3.1,8.9,26.7,5.9,0.86,10.2,317,13,3,7,,21.664759678551718,77.73457379925942
26.1,77.5,0.3,14.5,20.8,9.9,1.86,5.4,376,17,2,6,,20.950531589415,77.26381643462575
28.8,103.5,5.1,24.7,39.1,16.4,3.22,12.1,699,31,4,4,,17.51796403612231,82.66156216048478
43.4,66.5,7.0,24.6,38.4,10.1,1.77,4.5,450,21,3,8,,24.574093379017228,73.97120400254043
34.0,82.3,99.5,128.1,37.4,13.6,1.94,9.0,444,35,0,3,,20.82196122016572,82.7503449409678
42.2,91.6,0.4,11.5,35.9,12.5,2.15,5.9,683,30,1,6,,24.824997747602648,75.44262599114161
26.7,51.1,24.4,35.7,14.6,4.3,1.23,7.1,646,10,6,9,,19.50119942337906,80.76919959674618
37.3,61.0,67.6,72.0,22.7,10.3,1.6,9.3,582,36,4,3,,20.84243998778271,77.98425911077122
26.7,92.5,13.4,17.1,30.0,10.7,2.31,3.8,712,38,5,4,,19.531565577096526,79.46284235844217
40.6,51.7,18.8,31.5,30.4,9.5,2.15,3.4,738,20,3,3,,23.700623223982138,80.55762695811084
45.6,82.4,13.1,27.8,24.8,13.8,1.37,5.5,408,34,3,7,,17.186997136600013,76.40304488291709
17.4,62.3,4.6,11.8,20.9,6.1,1.25,10.1,486,21,0,7,,25.036689653767223,82.85086897441079
29.2,112.4,21.9,39.6,37.6,17.5,2.99,4.3,689,30,2,3,,20.116726822442452,80.24812134922408
38.4,87.7,38.4,63.6,45.4,17.0,2.49,3.7,637,17,2,7,,19.700449044024378,78.32336218142933
24.8,46.4,0.7,5.7,15.7,4.7,0.98,10.5,523,12,3,0,,15.979877292694011,78.8411573823661
34.6,70.8,13.3,20.8,28.5,19.4,1.63,4.7,365,26,1,9,,25.01293717659765,80.87290373680307
32.2,104.1,13.7,28.4,26.6,4.2,1.9,8.2,467,28,5,9,,21.362928631257358,77.02464689838428
29.4,49.7,67.0,80.2,20.3,16.3,1.34,6.5,436,26,7,3,,16.81412519226303,77.26841858195758
27.0,43.9,6.7,12.3,11.3,6.2,0.95,10.7,279,18,3,3,,23.266083810199703,76.87760478100455
32.3,53.7,39.7,43.7,27.2,12.5,1.59,5.0,363,26,2,5,,23.58853708786984,82.27000422525884
36.6,91.9,10.5,20.2,22.9,5.5,1.58,6.4,409,32,4,2,,21.727743180583328,74.88316531643765
25.7,64.5,19.7,28.4,31.1,7.8,1.3,7.0,521,29,1,2,,25.100941583081674,77.24493365276662
29.9,58.0,5.1,6.3,18.5,4.2,1.03,11.3,510,31,0,7,,19.385046615670063,76.56964695759453
39.0,59.1,13.8,39.2,41.2,11.6,1.82,3.8,602,23,2,9,,23.98528406633631,76.56531214087616
40.4,99.5,1.0,7.8,35.6,20.2,1.97,4.1,458,41,2,7,,23.414668147072337,83.49812598914393
29.9,82.5,12.0,25.6,37.5,11.2,1.63,3.8,597,18,0,17,,16.638051489433014,82.88321629364309
38.2,115.9,295.0,315.8,50.1,5.5,3.01,4.6,755,34,2,10,,22.35746468237331,76.49920120779554
19.4,36.3,7.6,10.5,25.6,8.5,1.01,10.4,391,41,0,8,,20.788191218913163,80.75299258154195
33.0,79.0,1.0,23.0,37.8,19.9,1.84,6.8,651,34,1,8,,16.94153666677404,76.05492109275835
24.6,53.0,3.1,6.0,24.6,5.2,0.95,11.1,500,27,0,6,,23.133536571560292,81.7581686352411
33.1,91.3,8.0,24.3,32.0,23.6,2.28,4.2,587,24,2,8,,23.463717208534526,81.0213472905449
40.8,107.1,11.6,37.6,36.7,5.3,1.94,3.0,750,40,1,6,,16.2413295319648,81.87890863576635
28.8,77.2,27.8,42.3,27.5,4.8,1.6,10.8,538,15,1,10,,22.946634674411122,81.64182294136135
47.8,74.1,38.5,62.2,41.1,11.4,1.85,6.8,549,20,0,4,,20.20382422746567,79.89294052307133
26.3,64.8,14.9,22.0,26.2,7.4,1.02,12.5,237,26,0,4,,18.386445607233938,75.7793392787809
32.1,84.3,4.2,14.3,37.1,11.6,1.45,3.3,737,42,1,10,,23.10592751975865,77.41070999191321
31.1,80.7,14.2,24.3,15.0,11.9,1.46,6.3,481,33,0,4,,23.323334416179044,79.65566188866842
33.0,60.4,20.1,29.9,31.9,7.6,1.32,5.7,335,20,7,2,,20.75183786778852,79.32652271344811
31.1,78.4,51.7,67.9,35.6,17.5,2.24,5.6,488,26,1,3,,24.119927493529108,78.03040435089918
37.5,84.2,17.4,35.5,31.6,2.9,3.0,7.0,524,23,4,8,,21.060551126942897,75.26835778160836
31.8,49.9,7.5,17.9,36.1,7.0,1.48,9.5,687,22,2,16,,24.15470189730483,81.54883653243076
32.1,90.5,51.8,69.9,26.6,22.3,1.57,3.4,782,39,4,2,,22.35122514271713,73.9298205629739
33.4,96.6,14.1,25.5,26.8,15.8,2.39,5.5,623,16,2,8,,17.64504460306561,83.15679103931141
28.4,80.8,11.4,20.3,36.0,9.7,1.19,5.8,530,46,2,6,,16.936456521825058,81.26638409398925
37.0,96.6,14.8,25.2,40.6,14.7,2.11,10.2,673,38,2,10,,16.22051805278652,79.58925613852927
27.1,111.8,2.6,30.7,32.7,23.2,1.93,6.3,691,40,4,8,,18.134562624288783,78.44032761310285
26.2,60.3,13.4,17.3,26.7,7.0,1.23,10.9,308,25,1,10,,18.83498946445576,76.94135886883525
29.4,54.3,9.2,15.5,29.3,8.6,1.49,10.6,405,28,2,7,,23.55238084701841,76.1777544067271
31.5,67.4,36.0,49.0,48.1,14.3,2.34,4.2,799,15,3,2,,17.020197436227534,79.24216901127505
27.1,36.1,9.8,16.2,18.6,5.5,0.91,10.3,311,24,5,3,,16.30356460117471,83.7958133791818
33.6,46.7,11.1,22.2,23.7,3.8,1.16,10.0,592,34,1,6,,20.271676013216464,77.43233187350904
35.3,53.7,34.2,44.6,20.3,3.8,1.21,5.8,328,42,2,7,,17.970703746434243,80.45857090683626
22.7,58.8,16.0,21.7,14.8,4.5,0.95,10.0,324,18,0,4,,21.571504937130854,79.14859642740242
33.2,76.6,6.9,23.1,31.0,17.1,2.06,4.8,804,26,3,14,,18.692174447835825,77.10227286986682
26.6,67.5,5.0,6.7,24.6,2.0,0.96,10.9,444,28,3,9,,23.26031232508538,77.79750195379737
23.0,66.7,8.8,12.3,16.8,4.8,1.08,10.4,316,16,0,0,,24.86101317667487,78.58765827876441
46.3,91.0,27.0,51.7,37.3,20.2,2.14,4.1,624,35,1,5,,20.698159371082333,76.38601243062853
23.9,43.8,0.3,7.9,26.4,5.3,0.98,11.8,415,22,0,1,,18.344909089381314,82.7735176491088
24.0,55.5,6.4,8.6,10.8,4.8,0.89,11.5,456,28,0,13,,24.700508902873437,83.72278091062836
31.8,68.4,6.7,12.6,23.8,8.3,0.86,10.3,326,25,1,0,,22.172147970671755,81.49280359053985
27.9,60.9,1.9,6.7,14.5,5.6,1.0,11.0,383,22,3,7,,25.44333379462407,77.44803999671365
30.5,70.7,23.4,30.5,32.8,10.8,1.49,7.5,466,29,2,6,,20.537176602713348,76.97692920564853
41.5,106.1,2.5,16.1,41.6,22.9,2.33,9.7,629,27,5,9,,25.17161128065122,81.04248319061371
31.7,53.6,24.2,36.1,23.3,6.4,1.36,5.4,566,26,2,7,,17.011164276589476,78.02290633699883
40.9,69.5,31.1,53.4,39.3,14.0,1.69,5.5,465,22,2,14,,19.993677554136088,80.27969085445939
23.3,49.0,29.4,36.6,12.6,6.6,0.82,10.7,362,33,2,9,,23.779479696137216,79.647757666518
20.7,71.2,0.5,9.4,11.4,4.4,1.09,10.9,207,46,1,0,,18.545365127492524,83.25707219673109
21.9,58.3,2.7,5.6,20.6,7.3,0.9,11.1,493,31,2,11,,18.942879611020636,76.51570244612898
51.5,92.6,3.6,25.7,49.5,22.2,2.48,4.0,737,39,1,6,,21.021278894563498,78.76592626657651
24.3,77.2,3.2,8.5,15.1,5.1,1.22,10.1,385,16,0,11,,21.25088932591708,76.23111904942255
34.8,68.1,64.3,74.2,39.9,11.2,2.26,4.0,537,31,4,4,,17.65460251263299,74.34030830018482
29.2,78.4,17.6,24.9,21.5,1.9,0.97,10.1,285,19,1,1,,24.672168518265554,74.4819911158537
25.7,51.6,17.3,20.6,16.9,7.5,1.07,10.7,454,15,3,0,,18.91304404466549,76.40121835672785
39.3,57.3,39.6,59.1,22.0,17.7,1.64,4.7,573,22,1,10,,21.408969377170845,83.71697036799273
32.5,97.5,77.0,99.1,54.5,26.1,1.82,2.7,555,41,2,9,,19.25018881193579,77.81389414296683
29.6,72.1,2.0,6.6,17.4,6.4,1.06,10.7,353,39,2,3,,21.688705392729993,78.93210943344086
31.9,72.0,68.4,87.0,37.9,7.3,2.24,4.0,679,32,1,0,,21.54270309546623,80.08857352562183
26.8,50.0,1.5,7.4,21.0,8.1,1.02,10.4,606,14,2,10,,16.42412621565835,79.58266227237509
26.0,79.9,22.6,28.3,22.7,5.9,1.37,12.0,323,28,0,0,,21.440505467064042,80.25266416033546
30.1,83.5,10.2,15.6,23.6,18.2,1.73,14.0,676,33,2,14,,16.717326322736838,81.84157435623848
34.0,75.2,46.0,57.2,45.5,15.4,3.34,6.3,601,31,1,0,,23.511543854488476,82.68846149940379
38.5,55.8,12.3,32.1,24.8,9.4,1.75,5.6,312,11,1,6,,23.301320944160764,83.55311000189549
45.5,84.9,7.2,17.4,39.1,17.0,2.09,3.4,861,21,0,6,,16.35267464276458,80.61517824151989
31.0,77.2,42.9,56.6,29.3,9.2,1.4,6.7,611,29,3,7,,15.967730944947048,81.25732892080421
25.0,77.4,1.4,5.8,14.7,6.3,0.84,11.0,288,35,1,7,,18.1641357654849,77.48008336751
26.9,60.6,1.2,6.4,20.5,7.6,0.92,11.6,267,8,2,6,,18.315615164797286,81.03610561036614
24.9,57.7,0.9,4.9,18.0,6.1,1.25,11.9,302,28,1,4,,24.422475629124214,83.16504051786993
36.1,55.2,5.6,17.2,23.0,9.5,1.7,5.7,317,31,5,5,,16.18803409006184,81.80773679204795
29.2,89.5,71.0,83.9,19.8,14.6,1.16,7.3,618,38,1,3,,20.31289702556186,76.56917669267986
36.4,78.0,50.8,57.2,22.6,8.5,1.55,5.3,583,36,4,6,,17.57591422377797,77.63005187874116
26.8,41.9,8.4,13.8,26.3,6.2,1.06,14.4,494,35,1,0,,22.874798733372078,81.25134871982281
29.8,84.3,0.6,14.0,34.6,14.2,1.61,5.4,506,22,0,7,,20.043981825653564,82.0839037626212
24.7,49.4,8.4,14.8,15.7,6.5,1.2,10.2,194,10,3,5,,17.779010422801587,77.80580984315354
30.3,70.8,4.2,9.9,21.9,5.5,1.16,11.2,401,26,3,9,,18.975653921822747,75.41915678229734
27.2,88.1,12.8,31.5,23.5,14.0,1.94,3.4,576,40,2,4,,25.01407762513086,78.41947120402072
23.9,79.6,28.7,32.2,18.7,3.0,1.1,12.0,454,43,3,8,,15.839778044692054,79.98446394420023
40.0,88.6,4.5,25.7,31.0,20.5,2.11,4.6,709,37,2,8,,17.876601330727674,78.2830952516856
27.6,61.3,1.5,12.0,28.7,11.6,1.63,5.1,581,34,2,5,,21.326965537075885,82.62227900669369
16.5,66.4,11.7,15.8,11.7,3.6,0.97,13.5,548,33,1,7,,23.528359151175735,78.0623701310957
29.5,84.6,40.6,51.7,25.4,11.5,1.75,9.5,418,24,2,0,,19.654649246439376,78.76864637071739
19.6,47.2,0.9,7.5,23.2,3.8,1.02,10.5,380,28,3,11,,21.45511026703493,81.47251873835371
29.5,54.6,40.8,48.3,30.7,9.5,1.52,5.0,642,46,1,3,,18.272959140922293,83.5055438456365
29.2,62.5,4.2,7.0,26.5,13.5,1.07,6.1,630,20,2,5,,25.24345121248053,74.27154437240682
20.0,79.9,2.0,7.3,15.2,5.1,1.06,10.5,244,46,2,1,,22.006564671790372,78.97988364871006
44.0,100.4,55.0,76.2,23.8,18.6,2.12,4.3,535,26,2,2,,17.426317250572676,83.1162726098318
33.6,90.6,16.7,22.9,33.8,10.0,1.69,15.4,486,43,2,12,,21.36247364601893,82.13165479800429
34.9,84.1,1.5,20.1,22.5,2.5,2.15,3.6,646,15,1,6,,24.327003571789962,76.89365298241924
25.8,56.9,2.7,10.1,17.2,2.6,0.84,11.1,569,35,2,4,,15.872503821543996,81.26751020801186
26.2,56.5,20.4,28.2,14.2,-0.4,0.88,12.4,427,22,0,4,,22.559547509475053,77.55635349750294
37.0,72.5,22.8,30.2,25.5,10.9,1.16,5.4,318,15,3,6,,15.978753562020827,80.88118508528962
26.1,81.9,9.5,19.1,36.1,14.8,1.62,5.9,455,32,3,8,,18.542061920852532,76.37134734251799
41.1,70.0,30.3,40.1,36.4,7.6,2.51,5.0,647,40,1,6,,18.532056458555626,73.92331377973011
30.5,55.3,6.3,18.2,21.9,15.1,1.45,5.2,391,21,3,6,,17.785936192527682,83.34491350824351
32.7,60.5,13.5,27.2,22.9,9.3,1.45,8.7,322,15,6,2,,15.888920811738815,76.93847541613462
27.8,72.8,2.0,8.5,27.8,4.0,1.01,10.4,253,29,4,4,,16.950456891741506,78.45062753916737
21.9,42.8,3.3,5.8,19.3,3.9,1.12,13.0,546,29,1,6,,18.40307880190956,80.557351820618
27.2,66.4,13.0,16.3,23.5,4.9,1.08,14.0,428,35,1,5,,22.603162179927164,78.74823856704674
31.0,80.4,3.3,13.9,29.6,7.1,1.31,7.1,353,39,0,4,,15.951822340991734,77.80493850717139
27.4,73.6,51.6,64.0,35.3,14.7,1.87,8.7,769,29,0,3,,23.83300952698525,79.77328056381201
26.7,68.4,2.8,10.4,24.4,2.3,1.12,11.6,545,48,2,7,,20.82781520846568,81.05787899996099
23.4,77.4,25.1,28.6,26.1,5.7,1.09,12.0,201,32,1,7,,17.74834075009561,77.5447838953626
25.1,45.2,5.6,10.3,14.7,3.1,1.01,12.0,566,26,2,9,,19.02210423344722,75.56132370613228
31.3,70.5,13.7,23.4,28.6,10.6,1.69,5.9,647,13,5,6,,20.322426373868485,74.79693486734635
39.0,80.7,1.3,21.3,24.2,10.8,1.65,3.8,448,27,5,0,,19.47051120249892,83.02708239921259
24.8,86.3,14.3,21.5,22.7,12.2,1.27,8.6,419,26,2,15,,19.249601360188386,73.90396806192155
35.9,49.6,8.2,26.0,20.0,8.4,1.57,5.0,361,39,3,5,,17.31206578170989,82.12783965015387
39.4,57.0,11.2,26.3,28.7,20.4,2.01,3.8,468,34,2,4,,19.9399950772965,83.31183545062285
27.5,49.8,1.3,9.3,24.8,8.5,1.11,10.7,589,18,2,5,,23.940505596997838,80.02529862037008
35.6,64.8,16.1,30.3,32.2,1.1,1.65,5.9,640,31,0,4,,17.563071282635956,74.65102965321431
25.0,57.3,0.8,6.7,27.1,3.6,1.12,10.7,267,36,2,2,,23.340241837610662,82.95917839119913
36.4,72.1,37.2,45.7,29.1,9.6,1.45,9.8,312,45,1,8,,21.92648349584499,82.10969917281764
28.0,80.7,62.2,68.9,29.0,15.3,1.61,5.1,336,38,4,5,,19.142207837734986,77.71051369997625
30.1,49.0,7.7,14.5,20.2,7.6,0.98,11.0,465,37,0,5,,21.251400593602845,79.02622954281695
28.2,60.6,14.5,19.4,23.0,6.0,1.16,14.3,360,30,4,0,,15.820501114608142,78.02378005646528
26.3,67.0,6.1,12.5,16.3,6.0,1.04,18.0,559,33,6,5,,24.871744916626895,77.46149733534554
30.4,80.0,10.6,17.9,19.3,3.8,0.87,12.5,464,42,3,1,,15.533591655395963,82.22665446652344
23.9,39.6,1.3,5.7,23.2,6.4,0.93,11.2,569,16,2,3,,16.175084615799605,80.41154003921427
24.6,48.9,6.5,14.6,17.0,4.6,0.96,12.1,264,26,2,6,,16.879763491661613,77.43243229630038
22.7,53.9,8.1,12.7,23.5,7.1,1.2,10.3,487,22,1,3,,15.7631021536648,74.74395440287917
34.2,76.9,111.0,129.2,34.7,21.5,2.17,3.9,484,33,2,4,,24.77698783534775,76.43949203781688
21.1,47.7,22.5,26.8,18.5,6.1,1.1,12.2,492,42,2,6,,24.034761417514215,75.22911064007805
20.2,76.4,32.9,38.5,21.7,5.4,1.0,12.4,501,24,2,3,,19.60301470835822,74.7288595645005
30.6,65.6,28.7,38.2,21.5,14.8,1.48,8.3,383,6,2,1,,17.14632313231706,78.64699169856499
28.2,65.2,30.0,40.9,15.7,9.2,1.5,5.4,541,25,3,0,,17.88589950922576,74.49327680124324
28.4,66.1,35.2,50.0,24.8,7.8,1.2,6.5,311,39,2,7,,17.805742937883394,79.40011580391082
32.6,78.7,7.1,20.4,30.9,6.4,1.52,5.7,352,35,1,3,,23.53350565463655,74.57354728597763
43.8,106.8,4.6,19.2,32.8,21.2,2.34,4.1,425,34,2,0,,16.14380222866464,76.87807169003779
27.2,46.7,3.4,5.6,17.2,4.1,1.0,13.1,468,27,2,10,,19.400696218152603,82.25042562629186
18.1,61.3,7.8,12.3,12.9,7.3,1.04,10.1,218,17,3,7,,25.36407987087334,82.54940924016613
30.0,54.7,38.3,43.8,32.8,7.7,1.28,6.7,610,35,2,1,,23.784238968038423,83.62323925637376
